Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,Carpet_area,City
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,6th of 14,NaN,NaN,NaN,NaN,October 2020,2,1255,2850,3576750,1255,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,11th of 13,NaN,NaN,NaN,NaN,October 2020,3,1738,2911,5059318,1738,Surat
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,3,3rd of 9,NaN,NaN,NaN,NaN,November 2020,3,1500,4133,6199500,1500,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,10th of 14,NaN,NaN,NaN,NaN,October 2020,3,1816,4390,7972240,1816,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,10th of 13,NaN,NaN,NaN,NaN,October 2020,3,1738,2900,5040200,1738,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,9th of 14,NaN,NaN,NaN,NaN,October 2020,3,1715,2902,4976930,1715,Surat
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,December 2020,2,1085,3778,4099130,1085,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,8th of 11,NaN,NaN,NaN,NaN,October 2020,3,1738,2900,5040200,1738,Surat
Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,December 2020,2,1033,3519,3635127,1033,Surat
Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Ready to move,3,3rd of 11,NaN,NaN,NaN,NaN,November 2020,3,2733,4207,11497731,2733,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,8th of 12,NaN,NaN,NaN,NaN,November 2020,3,1840,3260,5998400,1840,Surat
Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,3,12th of 14,NaN,NaN,NaN,NaN,October 2020,3,1816,4390,7972240,1816,Surat
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 3,NaN,NaN,NaN,NaN,December 2020,2,990,2828,2799720,990,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,1st of 11,NaN,NaN,NaN,NaN,October 2020,2,1227,4156,5099412,1227,Surat
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2,8th of 14,NaN,NaN,NaN,NaN,September 2020,2,1173,3691,4329543,1173,Surat
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,September 2020,2,1196,3260,3898960,1196,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,8th of 11,NaN,NaN,NaN,NaN,December 2020,1,550,4000,2200000,550,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,Gr of 13,NaN,NaN,NaN,NaN,October 2020,3,1660,3205,5320300,1660,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,7th of 13,NaN,NaN,NaN,NaN,December 2020,2,1000,4500,4500000,1000,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,6th of 14,NaN,NaN,NaN,NaN,September 2020,3,1650,2902,4788300,1650,Surat
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,December 2020,2,1250,3200,4000000,1250,Surat
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,2,3rd of 5,NaN,NaN,NaN,NaN,October 2020,2,1171,3032,3550472,1171,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,7th of 14,NaN,NaN,NaN,NaN,September 2020,2,1275,2829,3606975,1275,Surat
