Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,Carpet_area,City
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,3,3rd of 6,NaN,NaN,NaN,NaN,March 2020,3,1260,2817,3549420,1260,Indore
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,1,NaN,NaN,NaN,1,NaN,December 2020,1,600,2708,1624800,600,Indore
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,1,3rd of 6,NaN,NaN,NaN,NaN,December 2020,1,600,2186,1311600,600,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,1st of 6,NaN,NaN,NaN,NaN,December 2020,1,610,2151,1312110,610,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,1st of 4,NaN,NaN,NaN,NaN,February 2020,1,500,2300,1150000,500,Indore
Not Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,1,1st of 4,NaN,NaN,NaN,NaN,December 2019,1,500,2200,1100000,500,Indore
Not Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,1,1st of 5,NaN,NaN,NaN,NaN,March 2020,1,565,2477,1399505,565,Indore
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,2,4th of 6,NaN,NaN,NaN,NaN,March 2020,2,985,2842,2799370,985,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,2nd of 6,NaN,NaN,NaN,NaN,December 2020,1,676,2921,1974596,676,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,3rd of 5,NaN,NaN,NaN,NaN,December 2020,1,550,2090,1149500,550,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,5th of 6,NaN,NaN,NaN,NaN,December 2020,3,1250,2400,3000000,1250,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,Gr of 4,NaN,NaN,NaN,NaN,March 2020,1,650,2000,1300000,650,Indore
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,1,1st of 6,NaN,NaN,NaN,NaN,December 2020,1,610,2101,1281610,610,Indore
Not Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,3,1st of 6,NaN,NaN,NaN,NaN,August 2020,3,1260,2820,3553200,1260,Indore
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,February 2020,2,1050,1809,1899450,1050,Indore
Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 6,NaN,NaN,NaN,NaN,August 2020,2,1015,2857,2899855,1015,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,1,1st of 8,NaN,NaN,NaN,NaN,December 2020,1,605,2844,1720620,605,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,1,1st of 8,NaN,NaN,NaN,NaN,December 2020,1,595,2840,1689800,595,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,1st of 8,NaN,NaN,NaN,NaN,December 2020,1,1050,2857,2999850,1050,Indore
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,2,1st of 6,NaN,NaN,NaN,NaN,March 2020,2,1015,2857,2899855,1015,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,December 2020,2,950,2105,1999750,950,Indore
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,3,1st of 6,NaN,NaN,NaN,NaN,April 2020,3,1335,1850,2469750,1335,Indore
Not Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 4,NaN,NaN,NaN,NaN,February 2020,2,935,2032,1899920,935,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,1st of 4,NaN,NaN,NaN,NaN,December 2019,2,935,2139,1999965,935,Indore
