Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,Carpet_area,City
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,November 2020,3,1251,5755,7199505,1251,Kochin
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,September 2020,2,1091,5682,6199062,1091,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,September 2020,2,1056,5634,5949504,1056,Kochin
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,2nd of 3,NaN,NaN,NaN,NaN,December 2019,3,1328,4894,6499232,1328,Kochin
Available,Available,Available,Not Available,Available,Not Available,Available,Available,Ready to move,4,NaN,Resale,NaN,NaN,NaN,March 2020,3,1768,5656,9999808,1768,Kochin
Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,October 2020,3,1350,5925,7998750,1350,Kochin
Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,October 2020,3,1350,5925,7998750,1350,Kochin
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,2,2nd of 9,NaN,NaN,NaN,NaN,August 2020,2,970,5154,4999380,970,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,NaN,NaN,2,NaN,October 2020,3,1800,5111,9199800,1800,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,NaN,NaN,2,NaN,October 2020,3,1800,5111,9199800,1800,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,1st of 5,NaN,NaN,NaN,NaN,December 2020,3,1234,5753,7099202,1234,Kochin
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2,1st of 5,NaN,NaN,NaN,NaN,December 2020,3,1189,5750,6836750,1189,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,October 2020,3,1127,3105,3499335,1127,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,October 2020,3,1127,3105,3499335,1127,Kochin
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,October 2020,2,1100,5636,6199600,1100,Kochin
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,October 2020,2,1056,5681,5999136,1056,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,September 2020,2,934,3854,3599636,934,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,September 2020,2,934,3854,3599636,934,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,New,NaN,NaN,NaN,September 2020,3,1200,5166,6199200,1200,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,New,NaN,NaN,NaN,September 2020,3,1200,5166,6199200,1200,Kochin
Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,3,3rd of 14,NaN,NaN,NaN,NaN,July 2020,3,1937,8776,16999112,1937,Kochin
Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,3,3rd of 14,NaN,NaN,NaN,NaN,July 2020,3,1937,8776,16999112,1937,Kochin
Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,3,3rd of 14,NaN,NaN,NaN,NaN,July 2020,3,1937,8776,16999112,1937,Kochin
Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,3,3rd of 14,NaN,NaN,NaN,NaN,July 2020,3,1937,8776,16999112,1937,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,NaN,NaN,NaN,3,NaN,September 2020,3,1500,3866,5799000,1500,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,NaN,NaN,NaN,3,NaN,September 2020,3,1500,3866,5799000,1500,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 7,NaN,NaN,NaN,NaN,September 2020,2,750,2933,2199750,750,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 7,NaN,NaN,NaN,NaN,September 2020,2,750,2933,2199750,750,Kochin
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,1st of 3,NaN,NaN,NaN,NaN,July 2020,3,1650,3393,5598450,1650,Kochin
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,4,1st of 3,NaN,NaN,NaN,NaN,September 2020,4,1450,3448,4999600,1450,Kochin
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,14th of 20,NaN,NaN,NaN,NaN,August 2020,3,1880,6648,12498240,1880,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,NaN,NaN,NaN,1,NaN,September 2020,2,1200,4500,5400000,1200,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,September 2020,2,1200,4500,5400000,1200,Kochin
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2019,3,2535,6824,17298840,2535,Kochin
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,June 2020,2,1049,4003,4199147,1049,Kochin
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,July 2020,3,1400,14285,19999000,1400,Kochin
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,5th of 16,NaN,NaN,NaN,NaN,July 2020,3,1755,7407,12999285,1755,Kochin
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,2,715,5454,3899610,715,Kochin
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2,3rd of 9,NaN,NaN,NaN,NaN,September 2020,2,970,5670,5499900,970,Kochin
