Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,City,Carpet_area
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3.0,10th of 16,,,,,April 2020,3,1788,4800,8582400,Bhubaneswar,1588
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,4th of 14,,,,,December 2019,2,1275,3399,4333725,Bhubaneswar,739
Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 6,,,,,March 2020,2,1226,2522,3091972,Bhubaneswar,930
Available,Available,Available,Available,Available,Not Available,Available,Available,Under Construction,2.0,2nd of 4,,,,,December 2019,2,1025,2850,2921250,Bhubaneswar,768
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 3,,,,,February 2020,3,1620,4012,6499440,Bhubaneswar,1300
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Under Construction,2.0,2nd of 4,,,,,March 2020,3,1450,3500,5075000,Bhubaneswar,1015
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,2.0,,,,1.0,,May 2020,2,1220,2763,3370860,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Available,Available,Available,Under Construction,2.0,5th of 10,,,,,December 2019,2,1288,4400,5667200,Bhubaneswar,758
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,4th of 4,,,,,March 2020,3,1466,6139,8999774,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,2.0,3rd of 4,,,,,December 2020,3,1385,6300,8725500,Bhubaneswar,1000
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,,,,2.0,,December 2020,3,1510,2700,4077000,Bhubaneswar,1208
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,4th of 5,,,,,March 2020,2,1205,4000,4820000,Bhubaneswar,900
Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2.0,,Resale,,,,March 2020,3,1315,3193,4198795,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,3rd of 4,,,,,December 2020,2,1040,4300,4472000,Bhubaneswar,840
Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,3rd of 6,,,,,April 2020,2,1320,4166,5499120,Bhubaneswar,1250
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,2nd of 5,,,,,March 2020,3,1550,4516,6999800,Bhubaneswar,1230
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Under Construction,2.0,2nd of 4,,,,,March 2020,3,1450,3500,5075000,Bhubaneswar,1015
Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,4th of 4,,,,,December 2020,3,1450,3372,4889400,Bhubaneswar,1015
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,March 2020,3,1450,3349,4856050,Bhubaneswar,1075
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,3.0,4th of 4,,,,,December 2020,3,1318,5083,6699394,Bhubaneswar,1054
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,2.0,3rd of 4,,,,,December 2019,2,1000,4200,4200000,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,4th of 5,,,,,December 2020,2,1147,4359,4999773,Bhubaneswar,900
Not Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Ready to move,1.0,5th of 6,,,,,February 2020,1,495,2171,1074645,Bhubaneswar,395
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Ready to move,2.0,3rd of 4,,,,,March 2020,2,1205,4149,4999545,Bhubaneswar,1005
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,2.0,4th of 7,,,,,April 2020,2,1220,2704,3298880,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 4,,,,,December 2020,2,1150,4869,5599350,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,2.0,5th of 5,,,,,December 2020,2,1193,5200,6203600,Bhubaneswar,894
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,1.0,2nd of 5,,,,,December 2020,1,375,4472,1677000,Bhubaneswar,290
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3.0,,Resale,,,,December 2020,2,1450,5172,7499400,Bhubaneswar,1250
Available,Available,Available,Available,Available,Not Available,Available,Not Available,Under Construction,2.0,1st of 5,,,,,December 2020,2,1010,3900,3939000,Bhubaneswar,800
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,1st of 4,,,,,December 2020,2,1305,3900,5089500,Bhubaneswar,980
Available,Available,Available,Not Available,Not Available,Available,Available,Available,Under Construction,2.0,1st of 4,,,,,May 2020,2,1120,3350,3752000,Bhubaneswar,870
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,1st of 2,,,,,March 2020,2,1400,3871,5419400,Bhubaneswar,1200
Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3.0,2nd of 42,,,,,December 2020,3,1550,4838,7498900,Bhubaneswar,0
Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,7th of 7,,,,,December 2019,2,1185,4894,5799390,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,2nd of 4,,,,,December 2020,2,1099,4050,4450950,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,2.0,1st of 5,,,,,December 2020,2,856,2920,2499520,Bhubaneswar,750
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 4,,,,,December 2020,2,970,2164,2099080,Bhubaneswar,935
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,2nd of 15,,,,,May 2020,2,1275,3899,4971225,Bhubaneswar,800
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,7th of 14,,,,,December 2019,3,1590,3399,5404410,Bhubaneswar,964
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3.0,4th of 4,,,,,December 2020,3,1366,6217,8492422,Bhubaneswar,1283
Available,Available,Available,Not Available,Not Available,Available,Available,Available,Under Construction,2.0,2nd of 4,,,,,March 2020,3,1450,3448,4999600,Bhubaneswar,1075
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,1st of 4,,,,,December 2020,2,1160,4236,4913760,Bhubaneswar,870
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,December 2020,2,1260,3888,4898880,Bhubaneswar,1050
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,1st of 5,,,,,December 2020,2,1222,5523,6749106,Bhubaneswar,885
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,,,,2.0,,December 2020,2,1325,5283,6999975,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,12th of 14,,,,,February 2020,3,1395,6450,8997750,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Not Available,Available,Under Construction,1.0,2nd of 7,,,,,December 2019,1,300,5000,1500000,Bhubaneswar,255
Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,1.0,4th of 6,,,,,February 2020,2,700,2235,1564500,Bhubaneswar,525
Available,Not Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 5,,,,,March 2020,2,1220,2622,3198840,Bhubaneswar,0
Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,3.0,2nd of 2,,,,,March 2020,3,1975,4405,8699875,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,12th of 16,,,,,April 2020,2,1334,4800,6403200,Bhubaneswar,950
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,2.0,1st of 4,,,,,December 2020,3,1200,4750,5700000,Bhubaneswar,1180
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 8,,,,,February 2020,2,1046,2868,2999928,Bhubaneswar,0
Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Under Construction,2.0,2nd of 5,,,,,December 2020,2,854,2949,2518446,Bhubaneswar,750
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,1st of 8,,,,,February 2020,3,1474,5088,7499712,Bhubaneswar,1200
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Ready to move,2.0,3rd of 5,,,,,March 2020,2,1205,4000,4820000,Bhubaneswar,850
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,1st of 4,,,,,December 2020,2,1075,6046,6499450,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,4th of 14,,,,,December 2019,3,1710,3859,6598890,Bhubaneswar,1282
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,3rd of 6,,,,,December 2019,2,1085,3100,3363500,Bhubaneswar,693
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,2nd of 3,,,,,December 2020,2,1260,3900,4914000,Bhubaneswar,850
Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,1.0,4th of 7,,,,,February 2020,1,466,2306,1074596,Bhubaneswar,345
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,6th of 14,,,,,December 2020,3,1436,6610,9491960,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1577,6100,9619700,Bhubaneswar,0
Not Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Ready to move,1.0,3rd of 6,,,,,February 2020,1,487,2156,1049972,Bhubaneswar,390
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,2nd of 4,,,,,April 2020,2,1162,3750,4357500,Bhubaneswar,0
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,3rd of 4,,,,,December 2020,2,1200,3000,3600000,Bhubaneswar,900
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3.0,1st of 4,,,,,December 2020,3,1610,3900,6279000,Bhubaneswar,1230
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,3.0,4th of 6,,,,,December 2019,3,1510,2222,3355220,Bhubaneswar,1250
Available,Not Available,Available,Available,Available,Available,Not Available,Available,Under Construction,2.0,2nd of 4,,,,,December 2019,2,680,3000,2040000,Bhubaneswar,440
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Ready to move,2.0,1st of 4,,,,,May 2020,3,1548,3500,5418000,Bhubaneswar,1080
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 4,,,,,March 2020,2,1205,4000,4820000,Bhubaneswar,1000
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,6th of 14,,,,,December 2019,3,1615,3300,5329500,Bhubaneswar,1127
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,6th of 7,,,,,December 2020,3,1395,4946,6899670,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,1.0,2nd of 6,,,,,February 2020,1,490,2408,1179920,Bhubaneswar,380
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,9th of 14,,,,,December 2020,3,1413,6668,9421884,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,4th of 14,,,,,December 2020,3,1615,3600,5814000,Bhubaneswar,1450
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,2.0,1st of 5,,,,,April 2020,3,1439,3495,5029305,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,9th of 14,,,,,December 2019,2,1275,3598,4587450,Bhubaneswar,739
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,3.0,2nd of 4,,,,,December 2020,3,1450,3689,5349050,Bhubaneswar,1200
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,1st of 5,,,,,December 2020,2,1053,3500,3685500,Bhubaneswar,789
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,3,1530,3986,6098580,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,2,1225,3877,4749325,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,0
Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1577,6100,9619700,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1577,6100,9619700,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1577,6100,9619700,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,3,1530,3986,6098580,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,3,1530,3986,6098580,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,2,1225,3877,4749325,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,3,1530,3986,6098580,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,2,1225,3877,4749325,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1577,6100,9619700,Bhubaneswar,960
Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,3,1577,6100,9619700,Bhubaneswar,960
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,950
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,950
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,July 2020,2,970,3300,3201000,Bhubaneswar,604
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,,New,,,,December 2020,3,1483,4000,5932000,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,970,3300,3201000,Bhubaneswar,604
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,,New,,,,December 2020,3,1437,4000,5748000,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,2,870,3000,2610000,Bhubaneswar,555
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,July 2020,2,1085,3300,3580500,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3.0,,Resale,,,,July 2020,2,1613,5827,9398951,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,985,3400,3349000,Bhubaneswar,619
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,July 2020,1,1307,4300,5620100,Bhubaneswar,169
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,July 2020,3,1520,3300,5016000,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,3.0,,New,,,,July 2020,2,1747,4300,7512100,Bhubaneswar,1028
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,July 2020,2,970,3300,3201000,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,1.0,,Resale,,,,July 2020,2,990,4111,4069890,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3.0,,Resale,,,,July 2020,2,1613,5827,9398951,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,985,3400,3349000,Bhubaneswar,619
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,July 2020,2,1085,3300,3580500,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,July 2020,1,1288,4300,5538400,Bhubaneswar,758
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1000,3400,3400000,Bhubaneswar,635
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,July 2020,3,1690,3300,5577000,Bhubaneswar,1250
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,,New,,,,December 2020,2,1150,4000,4600000,Bhubaneswar,950
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,3.0,,New,,,,July 2020,2,1666,4300,7163800,Bhubaneswar,980
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,July 2020,2,1235,3300,4075500,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,2,1121,4323,4846083,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,2,860,3000,2580000,Bhubaneswar,550
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3.0,,New,,,,July 2020,3,1800,4026,7246800,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,,,New,,,No,July 2020,2,990,4111,4069890,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,,,New,,,,July 2020,3,1637,5621,9201577,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,,,New,,,No,November 2020,2,1288,4400,5667200,Bhubaneswar,758
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1000,3400,3400000,Bhubaneswar,635
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,985,3300,3250500,Bhubaneswar,619
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3.0,,Resale,,,,July 2020,2,1613,5827,9398951,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,December 2020,1,680,3000,2040000,Bhubaneswar,440
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1000,3400,3400000,Bhubaneswar,635
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,,,New,,,No,July 2020,3,1690,3300,5577000,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,,New,,,,December 2020,3,1425,4000,5700000,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1000,3400,3400000,Bhubaneswar,635
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,,,New,,,No,July 2020,3,1690,3300,5577000,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3.0,,Resale,,,,July 2020,2,1613,5827,9398951,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,July 2020,2,985,3300,3250500,Bhubaneswar,619
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,,,New,,,No,July 2020,3,1400,4074,5703600,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,July 2020,2,970,3300,3201000,Bhubaneswar,604
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1225,3836,4699100,Bhubaneswar,0
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,950
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1562,6100,9528200,Bhubaneswar,950
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1577,6100,9619700,Bhubaneswar,960
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,3,1530,3856,5899680,Bhubaneswar,0
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1250,4002,5002500,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1225,3836,4699100,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,August 2020,3,1530,3856,5899680,Bhubaneswar,0
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,December 2020,3,1577,6100,9619700,Bhubaneswar,960
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,3.0,,New,,,,August 2020,3,1530,3856,5899680,Bhubaneswar,0
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1300,3992,5189600,Bhubaneswar,0
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,August 2020,2,1250,4002,5002500,Bhubaneswar,0
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,August 2020,2,1230,4006,4927380,Bhubaneswar,0
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,August 2020,2,1120,4031,4514720,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,3.0,2nd of 4,,,,,December 2020,3,1450,3862,5599900,Bhubaneswar,1200
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,3.0,2nd of 4,,,,,December 2020,3,1450,3931,5699950,Bhubaneswar,1100
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,3rd of 4,,,,,December 2020,2,1152,4050,4665600,Bhubaneswar,900
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,3.0,2nd of 4,,,,,December 2020,3,1450,4137,5998650,Bhubaneswar,1200
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,3.0,2nd of 4,,,,,December 2020,3,1375,3700,5087500,Bhubaneswar,1150
